"name";"short_name";"address";"signature";"status";"type";"electoral_plenipotentiary";"financial_plenipotentiary";"range";"teryt"
"KOMITET WYBORCZY WYBORCÓW ""MAŁA OJCZYZNA""";"KWW ""MAŁA OJCZYZNA""";"Strzemkowo 15, 88-100 Inowrocław";"DBD-7503-79/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Agnieszka Miler-Bernaciak";"Agnieszka Miler-Bernaciak";"gm. Inowrocław";"040704"
"KOMITET WYBORCZY WYBORCÓW ""MAŁA OJCZYZNA""";"KWW ""MAŁA OJCZYZNA""";"ul. E. Peck 25, 26-130 Suchedniów";"DKC1-7503-91/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Marek Tomasz Kania";"Marek Tomasz Kania";"gm. Suchedniów";"261005"
"KOMITET WYBORCZY WYBORCÓW ""MAŁA OJCZYZNA""";"KWW ""MAŁA OJCZYZNA""";"Łapczyca 54, 32-744 Łapczyca";"DTA-7503-45/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Barbara Tynka";"Barbara Tynka";"gm. Bochnia";"120102"
"KOMITET WYBORCZY WYBORCÓW ""MAŁA OJCZYZNA""";"KWW ""MAŁA OJCZYZNA""";"Dębowica 73, 21-404, Trzebieszów";"DBP-7503-53/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Krzysztof Daniel Kuć";"Krzysztof Daniel Kuć";"gm. Trzebieszów";"061109"
"KOMITET WYBORCZY WYBORCÓW MAŁA OJCZYZNA";"KWW MAŁA OJCZYZNA";"ul. Sezamkowa 3, Bulkowo-Kolonia, 09-454 Bulkowo";"DPŁ.7503-80/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Michał Staniszewski";"Michał Staniszewski";"gm. Bulkowo";"141904"
"KOMITET WYBORCZY WYBORCÓW MAŁA OJCZYZNA";"KWW MAŁA OJCZYZNA";"ul. Głogowska 6 , 67-112 Siedlisko";"DZG-7503-102/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Jan Krzysztof Klemczak";"Jan Krzysztof Klemczak";"gm. Siedlisko";"080408"
"KOMITET WYBORCZY WYBORCÓW MAŁA OJCZYZNA";"KWW MAŁA OJCZYZNA";"33-336 Łabowa 23";"DNS-7503-72/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Józef Andrzej Żarnowski";"Józef Andrzej Żarnowski";"gm. Łabowa";"121008"
"KOMITET WYBORCZY WYBORCÓW MAŁA OJCZYZNA";"KWW MAŁA OJCZYZNA";"Rzepnik 51, 38-471 Wojaszówka";"DKO-7503-76/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Zbigniew Jerzy Tabak";"Zbigniew Jerzy Tabak";"gm. Wojaszówka";"180709"
"KOMITET WYBORCZY WYBORCÓW MAŁA OJCZYZNA";"KWW MAŁA OJCZYZNA";"ul. Stoczniowców 13, 84-120, Władysławowo";"DGD-75031-28/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Anna Barbara Sadalska";"Anna Barbara Sadalska";"m. Władysławowo";"221104"
"KOMITET WYBORCZY WYBORCÓW MAŁA OJCZYZNA";"KWW MAŁA OJCZYZNA";"Kaszyce 34, 37-717 Kaszyce";"DPR-7503-30/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Maria Szczygieł";"Maria Szczygieł";"gm. Orły";"181307"
"KOMITET WYBORCZY WYBORCÓW MAŁA OJCZYZNA";"KWW MAŁA OJCZYZNA";"Garbów 68a, 21-080, Garbów";"DLB-7503-126/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Alicja Krawczyńska";"Alicja Krawczyńska";"gm. Garbów";"060904"
"KOMITET WYBORCZY WYBORCÓW MAŁA OJCZYZNA";"KWW MAŁA OJCZYZNA";"Oś. Żuchowiec 6/24, 27-100 Iłża";"DRD-7503/199/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Janusz Rzońca";"Janusz Rzońca";"gm. Iłża";"142503"
"KOMITET WYBORCZY WYBORCÓW MAŁA OJCZYZNA";"KWW MAŁA OJCZYZNA";"Romany 39, 18-520 Stawiski";"DLM-7503-5/10";"Zarejestrowany";"Komitet wyborczy wyborców";"Krzysztof Kamionowski";"Elżbieta Rudzka";"woj. podlaskie";""
"KOMITET WYBORCZY WYBORCÓW MAŁA OJCZYZNA";"KWW MAŁA OJCZYZNA";"Cisownica 102, 43-440, Cisownica";"DBB-7503-126/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Anna Barbara Konecka";"Anna Barbara Konecka";"gm. Goleszów";"240307"
"KOMITET WYBORCZY WYBORCÓW MAŁA OJCZYZNA";"KWW MAŁA OJCZYZNA";"ul. Osiedlowa 95, 66-450, Jenin";"DGW-7503-123/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Ewa Barbara Pawlak";"Ewa Barbara Pawlak";"gm. Bogdaniec";"080102"
"KOMITET WYBORCZY WYBORCÓW MAŁA OJCZYZNA";"KWW MAŁA OJCZYZNA";"ul. Majątkowa 4/1, 47-280 Milice";"DOP2-7503-63/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Adam Krzysztof Chort";"Adam Krzysztof Chort";"gm. Pawłowiczki";"160304"
"KOMITET WYBORCZY WYBORCÓW MAŁA OJCZYZNA";"KWW MAŁA OJCZYZNA";"ul. Głogowska 3A, 59-330 Ścinawa";"DLG-7503-100/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Władysław Kurman";"Władysław Kurman";"gm. Ścinawa";"021104"
"KOMITET WYBORCZY WYBORCÓW MAŁA OJCZYZNA-GMINA NIEGOWA";"KWW MAŁA OJCZYZNA-GMINA NIEGOWA";"Moczydło 55, 42-320 Moczydło";"DCZ-7503-223/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Mirosław Marian Szczepańczyk";"Mirosław Marian Szczepańczyk";"gm. Niegowa";"240903"
"KOMITET WYBORCZY WYBORCÓW MAŁA OJCZYZNA 2010";"KWW MAŁA OJCZYZNA 2010";"Puławska 11/21, 24-300, Opole Lubelskie";"DLB-7503-6/10";"Zarejestrowany";"Komitet wyborczy wyborców";"Mariusz Dudziak";"Zofia, Halina Sosik";"woj. lubelskie";""
"KOMITET WYBORCZY WYBORCÓW MAŁA OJCZYZNA 2010";"KWW MAŁA OJCZYZNA 2010";"ul. Białostocka 3/1, 18-106 Turośń Kościelna";"DBL-7503-124/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Rafał Dunaj";"Rafał Dunaj";"gm. Turośń Kościelna";"200211"
"KOMITET WYBORCZY WYBORCÓW MAŁA OJCZYZNA AUGUSTOWSZCZYZNA";"KWW  MAŁA OJCZYZNA AUGUSTOWSZCZYZNA";"ul. 3 Maja 1, 16-300 Augustów";"DSW-7503-17-1/10";"Zarejestrowany";"Komitet wyborczy wyborców";"Sebastian Piekarski";"Małgorzata Bernadeta Marczewska";"woj. podlaskie";""
"KOMITET WYBORCZY WYBORCÓW MAŁA OJCZYZNA EURO";"KWW MAŁA OJCZYZNA EURO";"Skadla 47/2, 28-114 Gnojno";"DKC2-7503-202/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Marek Tomasz Kozłowski";"Marek Tomasz Kozłowski";"gm. Gnojno";"260102"
"KOMITET WYBORCZY WYBORCÓW MAŁA OJCZYZNA JABŁONNA";"KWW MAŁA OJCZYZNA JABŁONNA";"Skrzynice Pierwsze 87, 23-114, Jabłonna";"DLB-7503-189/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Stanisław Rudzki";"Stanisław Rudzki";"gm. Jabłonna";"060906"
"KOMITET WYBORCZY WYBORCÓW MAŁA OJCZYZNA JAWORNIK POLSKI";"KWW MAŁA OJCZYZNA JAWORNIK POLSKI";"Jawornik Przedmieście 345, 37-232 Jawornik Polski";"DPR-7503-140/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Katarzyna Makarska";"Katarzyna Makarska";"gm. Jawornik Polski";"181404"
"KOMITET WYBORCZY WYBORCÓW MAŁA OJCZYZNA KOLUSZKI";"KWW MAŁA OJCZYZNA KOLUSZKI";"ul. Ludowa 5b, 95-040 Koluszki";"DŁD-7503-64/10";"Zarejestrowany";"Komitet wyborczy wyborców";"Marta Przybylska";"Paweł Wojciech Stępień";"woj. łódzkie";""
"KOMITET WYBORCZY WYBORCÓW ""MAŁA OJCZYZNA MICHAŁOWO""";"KWW ""MAŁA OJCZYZNA MICHAŁOWO""";"ul. Ogrodowa 11, 16-050 Michałowo";"DBL-7503-9/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Aleksander Apiecionek";"Aleksander Apiecionek";"gm. Michałowo";"200207"
"KOMITET WYBORCZY WYBORCÓW MAŁA OJCZYZNA MILEJCZYCE";"KWW MAŁA OJCZYZNA MILEJCZYCE";"ul. Nowy Świat 51, 17-332 Milejczyce";"DBL-7503-97/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Mikołaj Puc";"Mikołaj Puc";"gm. Milejczyce";"201006"
"KOMITET WYBORCZY WYBORCÓW ""MAŁA OJCZYZNA"" MILIN";"KWW ""MAŁA OJCZYZNA"" MILIN";"ul. Mietkowska 7, 55-081 Milin";"DWR-7503-152/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Kazimierz Eugeniusz Artymowicz";"Kazimierz Eugeniusz Artymowicz";"gm. Mietków";"022306"
"KOMITET WYBORCZY WYBORCÓW MAŁA OJCZYZNA OLECKO";"KWW MAŁA OJCZYZNA OLECKO";"ul. Norwida 26, 19-400, Olecko";"DOL-7503-25/10";"Zarejestrowany";"Komitet wyborczy wyborców";"Marian Świerszcz";"Elżbieta Wiesława Kalejta";"woj. warmińsko-mazurskie";""
"KOMITET WYBORCZY WYBORCÓW MAŁA OJCZYZNA PONAD PODZIAŁAMI";"KWW MOPP";"Bobrowice 182/b, 66-627 Bobrowice";"DZG-7503-40/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Grażyna Nalewajko";"Grażyna Nalewajko";"gm. Bobrowice";"080202"
"KOMITET WYBORCZY WYBORCÓW MAŁA OJCZYZNA RZEZAWA";"KWW  MAŁA OJCZYZNA RZEZAWA";"ul. Bocheńska 63, 32-765 Rzezawa";"DTA-7503-144/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Justyna Karolina Dziedzic";"Justyna Karolina Dziedzic";"gm. Rzezawa";"120107"
"KOMITET WYBORCZY WYBORCÓW MAŁA OJCZYZNA ŚCINAWA - ""VERITAS""";"KWW MOS - ""VERITAS""";"ul. Reymonta 29/1, 59-330 Ścinawa";"DLG-7503-217/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Mirosław Antoni Kliks";"Mirosław Antoni Kliks";"gm. Ścinawa";"021104"
"KOMITET WYBORCZY WYBORCÓW MAŁA OJCZYZNA W ŁABISZYNIE";"KWW MAŁA OJCZYZNA W ŁABISZYNIE";"Lubostroń 38/2, 89-210 Łabiszyn";"DBD-7503-128/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Alina Borkowska";"Alina Borkowska";"gm. Łabiszyn";"041904"
"KOMITET WYBORCZY WYBORCÓW ""MAŁA OJCZYZNA - DUŻE MOŻLIWOŚCI""";"KWW ""MAŁA OJCZYZNA - DUŻE MOŻLIWOŚCI""";"ul. Opolska 70, 46-070 Osiny";"DOP1-7503-49/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Aleksandra Anna Gaj";"Aleksandra Anna Gaj";"gm. Komprachcice";"160904"
"KOMITET WYBORCZY WYBORCÓW ""MAŁA OJCZYZNA - GMINA STRYSZÓW""";"KWW ""MAŁA OJCZYZNA - GMINA STRYSZÓW""";"34-146 Stryszów 109";"DKR-7503-214/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Paweł Żmija";"Paweł Żmija";"gm. Stryszów";"121807"
"KOMITET WYBORCZY WYBORCÓW ""MAŁA OJCZYZNA"" - KOZŁÓW 2010";"KWW MAŁA OJCZYZNA - KOZŁÓW 2010";"32-241 Kozłów 225";"DKR-7503-169/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Jolanta Zofia Starek";"Jolanta Zofia Starek";"gm. Kozłów";"120803"
"KOMITET WYBORCZY WYBORCÓW MAŁA OJCZYZNA - WIELKIE CELE";"KWW MAŁA OJCZYZNA - WIELKIE CELE";"32-043 Skała, Cianowice 184";"DKR-7503-206/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Marzena Irma Konarska-Zapart";"Marzena Irma Konarska-Zapart";"gm. Skała";"120610"
"KOMITET WYBORCZY WYBORCÓW MAŁEJ OJCZYZNY";"KWW MAŁEJ OJCZYZNY";"MIELESZYN 7, 98-430 BOLESŁAWIEC";"DSR-7503-186/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"JANINA KAZIMIERA ŁUBNIEWSKA";"JANINA KAZIMIERA ŁUBNIEWSKA";"gm. Bolesławiec";"101801"
"KOMITET WYBORCZY WYBORCÓW MAŁE KSIĘSTWO MAKOWSKIE";"KWW MAŁE KSIĘSTWO MAKOWSKIE";"ul. Moniuszki 35, 06-200 Maków Mazowiecki";"DOS-7503-1/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Paweł Otłowski";"Paweł Otłowski";"m. Maków Mazowiecki";"141101"
"KOMITET WYBORCZY WYBORCÓW MAŁGORZATA CICHAŃSKA";"KWW MAŁGORZATA CICHAŃSKA";"Świerczewskiego 10/2, 57-550 Stronie Śląskie";"DWB-7503-34/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Bogdan Cichański";"Bogdan Cichański";"gm. Stronie Śląskie";"020813"
"KOMITET WYBORCZY WYBORCÓW MAŁGORZATA JANIKOWSKA";"KWW MAŁGORZATA JANIKOWSKA";"ul. Częstochowska 20, 42-253 Janów";"DCZ-7503-237/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Marcin Łukasz Kuta";"Marcin Łukasz Kuta";"gm. Janów";"240403"
"KOMITET WYBORCZY WYBORCÓW MAŁGORZATA JANOWSKA";"KWW MAŁGORZATA JANOWSKA";"Ząbki 2, 95-061 Dmosin";"DŁD-7503-99/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Szymon Sadzak";"Szymon Sadzak";"gm. Dmosin";"102103"
"KOMITET WYBORCZY WYBORCÓW MAŁGORZATA ŁACH";"KWW MAŁGORZATA ŁACH";"ul. Rynek 28, 26-025 Łagów";"DKC1-7503-300/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Róża Łach";"Róża Łach";"gm. Łagów";"260407"
"KOMITET WYBORCZY WYBORCÓW MAŁGORZATA PAWLAK";"KWW MAŁGORZATA PAWLAK";"Goraj 45, 64-720 Lubasz";"DPI-7503-II-231/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Radosław Pawlak";"Radosław Pawlak";"gm. Lubasz";"300205"
"KOMITET WYBORCZY WYBORCÓW MAŁGORZATA RÓŻEWICZ";"KWW MR";"ul.Kalinowa 9, 55-020 Rzeplin";"DWR-7503-87/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Halina Saciuk";"Halina Saciuk";"gm. Żórawina";"022309"
"KOMITET WYBORCZY WYBORCÓW MAŁGORZATY BZDEK";"KWW MAŁGORZATY BZDEK";"ul. II Armii Wojska Polskiego 42, 59-230 Prochowice";"DLG-7503-146/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Małgorzata Magdalena Bzdek";"Małgorzata Magdalena Bzdek";"gm. Prochowice";"020907"
"KOMITET WYBORCZY WYBORCÓW MAŁGORZATY CZECHOWICZ";"KWW MAŁGORZATY CZECHOWICZ";"ul. Zagajnikowa 19, 97-225, Ujazd";"DPT-7503-191/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Beata Justyna Rakowska-Zając";"Beata Justyna Rakowska-Zając";"gm. Ujazd";"101610"
"KOMITET WYBORCZY WYBORCÓW MAŁGORZATY GROMALA";"KWW MAŁGORZATY GROMALA";"33-386 Podegrodzie 297";"DNS-7503-148/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Wojciech Laciuga";"Wojciech Laciuga";"gm. Podegrodzie";"121014"
"KOMITET WYBORCZY WYBORCÓW MAŁGORZATY JACYNY - WITT";"KWW MAŁGORZATY JACYNY - WITT";"ul. Wierzbowa 100, 71-014, Szczecin";"DSZ-7503-77/10";"Zarejestrowany";"Komitet wyborczy wyborców";"Grażyna Filek";"Waldemar Jerzy Krych";"woj. zachodniopomorskie";""
"KOMITET WYBORCZY WYBORCÓW MAŁGORZATY JAKUBOWSKIEJ";"KWW MAŁGORZATY JAKUBOWSKIEJ";"ul. Krakowska 4, 32-860 Czchów";"DTA-7503-129/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Rafał Władysław Jakubowski";"Rafał Władysław Jakubowski";"gm. Czchów";"120203"
"KOMITET WYBORCZY WYBORCÓW MAŁGORZATY JEZIOROWSKIEJ";"KWW MAŁGORZATY JEZIOROWSKIEJ";"ul. Miodowa 7 m. 45, 42-290 Blachownia";"DCZ-7503-334/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Małgorzata Ilona Jeziorowska";"Małgorzata Ilona Jeziorowska";"gm. Blachownia";"240401"
"KOMITET WYBORCZY WYBORCÓW MAŁGORZATY KOCJAN";"KWW MAŁGORZATY KOCJAN";"ul. Kręta 1, 32-310 Klucze";"DKR-7503-252/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Małgorzata Kocjan";"Małgorzata Kocjan";"gm. Klucze";"121204"
"KOMITET WYBORCZY WYBORCÓW MAŁGORZATY KURZAWY";"KWW MAŁGORZATY KURZAWY";"ul. Rybacka 4, 62-035, Błażejewo";"DPZ-7503-I-103/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Iwona Barbara Szafrańska";"Iwona Barbara Szafrańska";"gm. Kórnik";"302109"
"KOMITET WYBORCZY WYBORCÓW MAŁGORZATY LEWANDOWSKIEJ";"KWW MAŁGORZATY LEWANDOWSKIEJ";"Rysiny Kolonia 20, 62-650 Kłodawa";"DKN-7503-142/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Paweł Tadeusz Nowak";"Paweł Tadeusz Nowak";"gm. Kłodawa";"300906"
"KOMITET WYBORCZY WYBORCÓW ""MAŁGORZATY MAŃKI-SZULIK""";"KWW ""MAŁGORZATY MAŃKI-SZULIK""";"ul. 3 Maja 7, 41-800 Zabrze";"DKT-7503-68/10";"Zarejestrowany";"Komitet wyborczy wyborców";"Janusz Kazimierz Bronic";"Henryk Kurda";"woj. śląskie";""
"KOMITET WYBORCZY WYBORCÓW MAŁGORZATY MECHA";"KWW MAŁGORZATY MECHA";"ul. Paderewskiego 23/25,  64-610 Rogoźno";"DPI-7503-II-83/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Małgorzata Mecha";"Małgorzata Mecha";"gm. Rogoźno";"301602"
"KOMITET WYBORCZY WYBORCÓW MAŁGORZATY MILA";"KWW MAŁGORZATY MILA";"ul. Bukowa 3, 64-917 Skórka";"DPI-7503-II-226/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Elżbieta Rucka";"Elżbieta Rucka";"gm. Krajenka";"303103"
"KOMITET WYBORCZY WYBORCÓW MAŁGORZATY MOCHOLI";"KWW MM";"Brzustów 185, 97-215 Inowłódz";"DPT-7503-129/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Krzysztof Marcin Mochola";"Krzysztof Marcin Mochola";"gm. Inowłódz";"101605"
"KOMITET WYBORCZY WYBORCÓW MAŁGORZATY OLSZEWSKIEJ";"KWW MAŁGORZATY OLSZEWSKIEJ";"ul. Jana Pawła II 4, 18-430 Wizna";"DLM-7503-150/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Damian Olszewski";"Damian Olszewski";"gm. Wizna";"200708"
"KOMITET WYBORCZY WYBORCÓW MAŁGORZATY OLSZOWSKIEJ";"KWW MAŁGORZATY OLSZOWSKIEJ";"ul. Szarotki 7, 34-331, Pewel Ślemieńska";"DBB-7503-81/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Mariola Anna Olszowska";"Mariola Anna Olszowska";"gm. Świnna";"241713"
"KOMITET WYBORCZY WYBORCÓW MAŁGORZATY ORNOCH - TABĘDZKIEJ";"KWW MAŁGORZATY ORNOCH - TABĘDZKIEJ";"ul. Dąbrowskiego 9, 62-041, Puszczykowo";"DPZ-7503-I-144/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Ewa Jadwiga Komorowska";"Ewa Jadwiga Komorowska";"m. Puszczykowo";"302102"
"KOMITET WYBORCZY WYBORCÓW MAŁGORZATY OWCZARSKIEJ-GĄDEK";"KWW MAŁGORZATY OWCZARSKIEJ-GĄDEK";"Słowackiego 46, 57-340 Duszniki Zdrój";"DWB-7503-129/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Zbigniew Gądek";"Zbigniew Gądek";"m. Duszniki-Zdrój";"020801"
"KOMITET WYBORCZY WYBORCÓW MAŁGORZATY PAWŁOWSKIEJ";"KWW MAŁGORZATY PAWŁOWSKIEJ";"UL. POPRZECZNA 2B, 99-200 PODDĘBICE";"DSR-7503-36/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"STANISŁAW PIOTR PAWŁOWSKI";"STANISŁAW PIOTR PAWŁOWSKI";"gm. Poddębice";"101103"
"KOMITET WYBORCZY WYBORCÓW MAŁGORZATY POLIT";"KWW MAŁGORZATY POLIT";"Zwola 34, 27-580 Sadowie";"DKC2-7503-183/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Sławomir Swat";"Sławomir Swat";"gm. Sadowie";"260606"
"KOMITET WYBORCZY WYBORCÓW MAŁGORZATY SENDECKIEJ";"KWW MAŁGORZATY SENDECKIEJ";"ul. Kościelna 26a , 67-320 Małomice";"DZG-7503-135/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Barbara Reguła";"Barbara Reguła";"gm. Małomice";"081005"
"KOMITET WYBORCZY WYBORCÓW MAŁGORZATY STANISŁAWCZUK";"KWW MAŁGORZATY STANISŁAWCZUK";"ul. Makowa 8, 76-200 Włynkówko";"DSL-7503-162/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Alicja Regina Staciwa";"Alicja Regina Staciwa";"gm. Słupsk";"221208"
"KOMITET WYBORCZY WYBORCÓW MAŁGORZATY WESOŁOWSKIEJ";"KWW MAŁGORZATY WESOŁOWSKIEJ";"ul. Jesionowa 6, 56-120 Brzeg Dolny";"DWR-7503-215/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Krzysztof Jacek Ratajek";"Krzysztof Jacek Ratajek";"gm. Brzeg Dolny";"022201"
"KOMITET WYBORCZY WYBORCÓW MAŁGORZATY WIELOWSKIEJ";"KWW MAŁGORZATY WIELOWSKIEJ";"ul. Łąkowa 10, Staw, 62-865 Szczytniki";"DKL-7503-163/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Halina Maria Szymańska";"Halina Maria Szymańska";"gm. Szczytniki";"300710"
"KOMITET WYBORCZY WYBORCÓW MAŁGORZATY WIERZBICKIEJ";"KWW MAŁGORZATY WIERZBICKIEJ";"ul. Kielecka 75, 42-240 Konin";"DCZ-7503-105/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Anna Zofia Sadziak";"Anna Zofia Sadziak";"gm. Rędziny";"240415"
"KOMITET WYBORCZY WYBORCÓW MAŁGORZATY WITKOWSKIEJ";"KWW MAŁGORZATY WITKOWSKIEJ";"MOKRSKO 67B, 98-345 MOKRSKO";"DSR-7503-76/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"BEATA ANNA CICHOSZ";"BEATA ANNA CICHOSZ";"gm. Mokrsko";"101704"
"KOMITET WYBORCZY WYBORCÓW MAŁGORZATY WOŹNIAK";"KWW MAŁGORZATY WOŹNIAK";"ul. Leśny Gaj 6, 05-650 Nowe Grobice";"DRD-7503/54/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Grażyna Jędraszko";"Grażyna Jędraszko";"gm. Chynów";"140603"
"KOMITET WYBORCZY WYBORCÓW MAŁGORZATY ZAGANIACZYK";"KWW MAŁGORZATY ZAGANIACZYK";"Lechlin 21, 62-085 Skoki";"DPI-7503-II-87/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Karolina Zaganiaczyk";"Karolina Zaganiaczyk";"gm. Skoki";"302805"
"KOMITET WYBORCZY WYBORCÓW MAŁGOSI PIOTROWSKIEJ SOŁTYSKI ŻABOWA";"KWW MAŁGOSI PIOTROWSKIEJ SOŁTYSKI ŻABOWA";"74-200, Żabów 36A/8";"DSZ-7503-221/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Agnieszka Anna Gajowniczek - Dyka";"Agnieszka Anna Gajowniczek - Dyka";"gm. Pyrzyce";"321205"
"KOMITET WYBORCZY WYBORCÓW ""MAŁKÓW 2010""";"KWW ""MAŁKÓW 2010""";"MAŁKÓW 56, 98-290 WARTA";"DSR-7503-222/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"WERONIKA HELENA DOMAŃSKA";"WERONIKA HELENA DOMAŃSKA";"gm. Warta";"101409"
"KOMITET WYBORCZY WYBORCÓW ""MAŁOCIECHOWO""";"KWW ""MAŁOCIECHOWO""";"Małociechowo 40, 86-120 Pruszcz";"DBD-7503-139/10";"Zarejestrowany";"Komitet wyborczy wyborców w gminie do 20 tys. mieszkańców";"Izabela Donorowicz";"Izabela Donorowicz";"gm. Pruszcz";"041408"
